timestamp,open,high,low,close,volume
2024-09-15 01:11:00,60180.29,60283,60148.2,60179.24,5.1530278
2024-09-15 01:12:00,60179.21,60283,60129.8,60177.45,0.86909744
2024-09-15 01:13:00,60148.3,60177.46,60148.2,60177.45,0.18258879
2024-09-15 01:14:00,60177.45,60284,60148.2,60186,5.30527164
2024-09-15 01:15:00,60186,60186,60090.5,60180.98,11.01547705
2024-09-15 01:16:00,60148.3,60180.99,60148.2,60178.58,0.48599531
2024-09-15 01:17:00,60174,60211.96,60129.8,60178.75,5.41270197
2024-09-15 01:18:00,60178.75,60184.71,60129.9,60148.3,0.76480197
2024-09-15 01:19:00,60182.2,60211.92,60148.2,60184.29,4.10462535
2024-09-15 01:20:00,60184.28,60184.28,60148.3,60184.09,0.37080515
2024-09-15 01:21:00,60184.09,60291,60148.2,60180.03,3.67118445
2024-09-15 01:22:00,60180.02,60291,60129.9,60192.8,5.15281122
2024-09-15 01:23:00,60192.79,60194.27,60147.7,60192.81,0.5930849
2024-09-15 01:24:00,60168.1,60192.81,60168.1,60186.58,0.95459259
2024-09-15 01:25:00,60186.58,60302,60147.7,60218.19,5.49571268
2024-09-15 01:26:00,60218.11,60318,60168,60223.22,0.81168704
2024-09-15 01:27:00,60223.22,60330,60215,60226.96,5.50577347
2024-09-15 01:28:00,60226.24,60330,60168.1,60174,0.76082339
2024-09-15 01:29:00,60237.36,60237.36,60174,60230.35,0.56819065
2024-09-15 01:30:00,60230.35,60353,60174.1,60244.28,6.21336974
2024-09-15 01:31:00,60244.27,60352,60215,60215,52.22835782
2024-09-15 01:32:00,60232.04,60250.4,60187.3,60249.67,7.07750521
2024-09-15 01:33:00,60242.68,60248.86,60190,60228.08,1.34053484
2024-09-15 01:34:00,60221.85,60342,60190.1,60208.07,0.98486704
2024-09-15 01:35:00,60207.9,60215.5,60190.1,60211.57,0.72343523
2024-09-15 01:36:00,60211.18,60213.5,60190,60213.5,0.59475091
2024-09-15 01:37:00,60215.49,60215.49,60185,60190,0.07174158
2024-09-15 01:38:00,60209.38,60331,60190,60215.53,1.13568114
2024-09-15 01:39:00,60215.53,60215.53,60190.1,60208.83,0.39629529
2024-09-15 01:40:00,60208.83,60210.32,60185.3,60210.31,0.90193528
2024-09-15 01:41:00,60210.17,60232.46,60190.1,60205.1,0.98342162
2024-09-15 01:42:00,60231.24,60231.24,60193.5,60227.58,0.18970647
2024-09-15 01:43:00,60227.59,60244.23,60193.4,60208.5,1.50737982
2024-09-15 01:44:00,60232.92,60331,60210,60234.83,4.06995015
2024-09-15 01:45:00,60234.82,60246.58,60210,60210,0.51913281
2024-09-15 01:46:00,60231.18,60237.7,60201.1,60211.82,1.65604488
2024-09-15 01:47:00,60186.5,60218.45,60186.5,60218.45,0.99627327
2024-09-15 01:48:00,60209.9,60331,60184.9,60207.44,0.19713425
2024-09-15 01:49:00,60201.5,60221.62,60179.7,60207.14,2.56213725
2024-09-15 01:50:00,60198.9,60216.04,60178.5,60201.15,0.99150357
2024-09-15 01:51:00,60201.15,60205.69,60174.5,60205.61,0.24344283
2024-09-15 01:52:00,60205.61,60330,60182,60199,0.70281701
2024-09-15 01:53:00,60205.7,60214.97,60182,60203.81,1.06956827
2024-09-15 01:54:00,60202.71,60219.58,60197.5,60197.5,0.68427887
2024-09-15 01:55:00,60187.4,60220.58,60187.4,60209.7,0.76950626
2024-09-15 01:56:00,60202.1,60213.33,60202.1,60207.88,0.86665422
2024-09-15 01:57:00,60207.88,60207.88,60181.45,60187.74,1.15001349
2024-09-15 01:58:00,60187.66,60323,60150.2,60174.94,1.12569467
2024-09-15 01:59:00,60174.94,60174.94,60165.61,60168.16,0.71170289
2024-09-15 02:00:00,60168.7,60318,60168.16,60192.37,1.15490796
2024-09-15 02:01:00,60192.36,60192.37,60165.6,60185.22,0.45619862
2024-09-15 02:02:00,60185.22,60204.06,60167.4,60195.49,0.56565633
2024-09-15 02:03:00,60180.7,60312,60180.7,60188,0.19701525
2024-09-15 02:04:00,60194.72,60200.61,60180.7,60192.78,0.30264331
2024-09-15 02:05:00,60199.58,60205.49,60172.1,60192.48,0.38136795
2024-09-15 02:06:00,60192.49,60313,60180.6,60198.09,0.64411568
2024-09-15 02:07:00,60198.09,60209.63,60180.6,60198.57,0.59243118
2024-09-15 02:08:00,60198.32,60207.46,60180.2,60198.03,0.57254255
2024-09-15 02:09:00,60198.03,60312,60180.6,60183.4,1.15150349
2024-09-15 02:10:00,60178.93,60192.71,60178.77,60180.01,0.40567021
2024-09-15 02:11:00,60180.7,60307,60166.19,60166.2,1.66679783
2024-09-15 02:12:00,60180.7,60307,60157.22,60158.52,0.66763222
2024-09-15 02:13:00,60158.52,60180.6,60158.51,60166.25,0.86822519
2024-09-15 02:14:00,60166.24,60302,60148,60151.55,1.20636257
2024-09-15 02:15:00,60151.55,60182,60145.7,60165.79,2.2222156
2024-09-15 02:16:00,60163.56,60165.79,60145.6,60160.15,0.76329204
2024-09-15 02:17:00,60160.15,60279,60145.7,60157.28,1.04107872
2024-09-15 02:18:00,60153.13,60181.9,60145.6,60159.6,0.5775655
2024-09-15 02:19:00,60159.6,60278,60145.7,60159.36,0.49978606
2024-09-15 02:20:00,60159.36,60181.9,60145.7,60157.44,0.26791082
2024-09-15 02:21:00,60157.44,60177.99,60145.7,60158.38,2.5424528
2024-09-15 02:22:00,60158.38,60181.9,60149.9,60157.44,0.07965503
2024-09-15 02:23:00,60157.44,60182,60156,60157.42,0.38573494
2024-09-15 02:24:00,60157.43,60182,60148.5,60157.43,0.17235695
2024-09-15 02:25:00,60148.4,60181.9,60148.4,60170.96,2.35398727
2024-09-15 02:26:00,60170.33,60278,60149.4,60156.67,0.38790476
2024-09-15 02:27:00,60156.66,60278,60139.9,60139.9,0.17398194
2024-09-15 02:28:00,60153.57,60153.57,60139.9,60148.2,0.15548931
2024-09-15 02:29:00,60153.36,60159.59,60143.4,60155.6,0.5360889
2024-09-15 02:30:00,60148.2,60176.72,60148.1,60162.91,3.85675418
2024-09-15 02:31:00,60162.83,60166.68,60147.3,60162.25,0.682412
2024-09-15 02:32:00,60162.26,60166.66,60148.2,60164.06,1.55131821
2024-09-15 02:33:00,60162,60165.87,60147.2,60165.86,1.23485396
2024-09-15 02:34:00,60147.8,60169.38,60147.8,60165.94,0.60580764
2024-09-15 02:35:00,60166.4,60166.4,60149.9,60166.4,0.26064458
2024-09-15 02:36:00,60166.4,60166.4,60141.9,60154.57,0.26787867
2024-09-15 02:37:00,60154.56,60163.11,60149.9,60162.98,0.51738088
2024-09-15 02:38:00,60149.9,60162.98,60149.9,60159.97,0.30726718
2024-09-15 02:39:00,60159.97,60167.84,60150,60163.17,1.70072195
2024-09-15 02:40:00,60163.17,60163.17,60141.5,60144.6,0.43391156
2024-09-15 02:41:00,60162.34,60162.34,60141.4,60141.4,0.24431851
2024-09-15 02:42:00,60159.95,60162,60145.4,60155.37,0.73667227
2024-09-15 02:43:00,60155.37,60161.39,60150,60158.09,0.73911215
2024-09-15 02:44:00,60158.09,60277,60150,60159.16,0.78757939
2024-09-15 02:45:00,60150,60161.03,60145.4,60153.4,0.22980094
2024-09-15 02:46:00,60159.88,60159.88,60153.4,60155.18,0.03552569
2024-09-15 02:47:00,60155.19,60155.19,60150,60155.19,0.06872905
2024-09-15 02:48:00,60157.76,60277,60150,60158.37,0.17364277
2024-09-15 02:49:00,60158.37,60276,60145,60171.63,0.84903114
2024-09-15 02:50:00,60169.63,60171.63,60150.1,60163.22,1.04340542
2024-09-15 02:51:00,60163.22,60163.22,60150.1,60157.34,0.54247156
2024-09-15 02:52:00,60157.34,60163.15,60150.1,60162.5,0.41578145
2024-09-15 02:53:00,60163.22,60277,60150.1,60174.79,1.04089518
2024-09-15 02:54:00,60174.75,60282,60150,60177.91,0.54016894
2024-09-15 02:55:00,60177.89,60180,60160.1,60177.01,1.56540927
2024-09-15 02:56:00,60177.01,60177.01,60150,60165.6,0.77672027
2024-09-15 02:57:00,60169.73,60175.75,60150.1,60175.75,0.34769383
2024-09-15 02:58:00,60175.74,60284,60156.5,60179.97,0.41052274
2024-09-15 02:59:00,60156.6,60177.38,60156.5,60170.97,0.154693
2024-09-15 03:00:00,60156.6,60177.39,60156.6,60172,0.53885049
2024-09-15 03:01:00,60163.2,60176.37,60160.7,60172.16,0.8230722
2024-09-15 03:02:00,60172.17,60173.21,60160.8,60169.98,1.54228981
2024-09-15 03:03:00,60159.3,60177.39,60159.3,60173.7,0.69989381
2024-09-15 03:04:00,60172.56,60285,60159.2,60159.2,0.09258249
2024-09-15 03:05:00,60171.24,60284,60159.2,60168.65,0.72525622
2024-09-15 03:06:00,60171.33,60285,60159.2,60168.71,0.69835757
2024-09-15 03:07:00,60168.7,60285,60159.9,60160,0.64846118
2024-09-15 03:08:00,60175.18,60175.18,60160,60171.81,0.38229851
2024-09-15 03:09:00,60167.75,60167.75,60160,60160,0.26274002
2024-09-15 03:10:00,60167.17,60287,60153.5,60165.18,0.94849423
2024-09-15 03:11:00,60165.16,60287,60159.9,60167.86,0.6218391
2024-09-15 03:12:00,60167.73,60287,60157.63,60158.42,0.86923589
2024-09-15 03:13:00,60157.92,60159.6,60146.7,60157.34,0.37945835
2024-09-15 03:14:00,60157.34,60288,60146.43,60146.44,0.95958469
2024-09-15 03:15:00,60146.44,60288,60131.6,60145.21,0.50239848
2024-09-15 03:16:00,60145.21,60159.3,60141.64,60141.7,0.39048975
2024-09-15 03:17:00,60141.66,60287,60133.5,60133.5,0.65217267
2024-09-15 03:18:00,60159.3,60163.58,60133.5,60159.64,1.12497221
2024-09-15 03:19:00,60159.3,60160.86,60155.72,60156.11,0.52035365
2024-09-15 03:20:00,60156.87,60170.99,60156.84,60160,0.33058403
2024-09-15 03:21:00,60170.61,60312,60159.3,60206,1.50791584
2024-09-15 03:22:00,60210.03,60215,60159.2,60212.06,0.42237169
2024-09-15 03:23:00,60160.8,60214.32,60159.3,60211.05,0.60232721
2024-09-15 03:24:00,60211.44,60315,60159.2,60211.36,0.35205381
2024-09-15 03:25:00,60212.05,60319,60159.3,60222.12,0.83216358
2024-09-15 03:26:00,60222.11,60325,60160.8,60213.84,4.07187717
2024-09-15 03:27:00,60213.85,60220.83,60208.9,60220.83,0.30080886
2024-09-15 03:28:00,60220.82,60228.1,60209,60222.37,0.5107018
2024-09-15 03:29:00,60221.33,60229,60160.8,60223.18,0.77168687
2024-09-15 03:30:00,60223.18,60225.43,60214.3,60218.49,0.12923172
2024-09-15 03:31:00,60214.3,60329,60199.9,60218.66,1.78360358
2024-09-15 03:32:00,60218.66,60224.6,60213.3,60217.89,0.64932962
2024-09-15 03:33:00,60217.89,60221.83,60214.2,60214.52,0.28994257
2024-09-15 03:34:00,60214.52,60328,60172.2,60191.92,2.13895616
2024-09-15 03:35:00,60189.56,60214.2,60180,60180,0.31330267
2024-09-15 03:36:00,60182.44,60319,60168.7,60184.49,1.52557009
2024-09-15 03:37:00,60183.32,60214.3,60168,60183.69,0.45575678
2024-09-15 03:38:00,60214.3,60214.3,60179.04,60181.24,0.33373081
2024-09-15 03:39:00,60181.24,60214.2,60175.93,60176,0.58974764
2024-09-15 03:40:00,60175.99,60214.3,60171.3,60189.58,0.88506645
2024-09-15 03:41:00,60214.3,60214.3,60182.01,60187,0.32265719
2024-09-15 03:42:00,60306,60307,60180.59,60183,0.13548721
2024-09-15 03:43:00,60214.3,60214.3,60175.6,60183.4,0.23068781
2024-09-15 03:44:00,60214.3,60214.3,60183.13,60188.81,0.20503147
2024-09-15 03:45:00,60186.79,60312,60179.8,60211.46,2.76321813
2024-09-15 03:46:00,60198.5,60214.3,60198.5,60205.44,0.08914416
2024-09-15 03:47:00,60208.93,60215.54,60203.66,60214.3,0.10426415
2024-09-15 03:48:00,60211.34,60214.2,60191.8,60198.46,0.80042551
2024-09-15 03:49:00,60200.08,60317,60200.08,60210.25,1.14521055
2024-09-15 03:50:00,60210.25,60222.15,60208,60213.82,0.70824406
2024-09-15 03:51:00,60213.82,60321,60197.85,60199.81,1.48771631
2024-09-15 03:52:00,60199.81,60321,60197.65,60197.66,0.22888159
2024-09-15 03:53:00,60197.66,60321,60194.13,60194.14,0.17303916
2024-09-15 03:54:00,60194.13,60321,60194.13,60195.4,0.77849626
2024-09-15 03:55:00,60198.5,60320,60195.39,60208.5,0.41268155
2024-09-15 03:56:00,60202.96,60209,60199,60209,0.17001352
2024-09-15 03:57:00,60202.93,60208.5,60202.32,60208.43,0.46607898
2024-09-15 03:58:00,60208.42,60212,60207.03,60209.15,0.42470725
2024-09-15 03:59:00,60209.15,60209.15,60198.4,60204.14,0.28649874
2024-09-15 04:00:00,60208.5,60222,60204.14,60218.09,0.72534467
2024-09-15 04:01:00,60218.09,60222,60206.2,60207.99,1.36655302
2024-09-15 04:02:00,60207.98,60320,60198.5,60205.22,1.65165231
2024-09-15 04:03:00,60198.5,60214.9,60197.85,60208.5,0.75973659
2024-09-15 04:04:00,60202.01,60208.6,60198.5,60208.5,1.64641679
2024-09-15 04:05:00,60208.5,60208.5,60198.4,60202.01,0.3491525
2024-09-15 04:06:00,60202.01,60210.59,60202.01,60204.18,0.5881741
2024-09-15 04:07:00,60204.17,60320,60158.78,60204,2.54977076
2024-09-15 04:08:00,60162.07,60288,60156.5,60165.11,0.30605279
2024-09-15 04:09:00,60165.11,60294,60165.11,60180,3.37245303
2024-09-15 04:10:00,60180,60303,60170.06,60172.35,15.2767628
2024-09-15 04:11:00,60172.36,60302,60155.4,60160.63,0.17180388
2024-09-15 04:12:00,60160.63,60294,60158.13,60160.63,0.41171924
2024-09-15 04:13:00,60160.63,60295,60160.62,60164,0.2707812
2024-09-15 04:14:00,60168.1,60174.92,60164.01,60171.2,0.46602845
2024-09-15 04:15:00,60174.92,60301,60170,60201.5,0.8929775
2024-09-15 04:16:00,60195.2,60303,60183.43,60187.01,2.98520224
2024-09-15 04:17:00,60187.01,60196.3,60187.01,60191.23,0.27303163
2024-09-15 04:18:00,60196.3,60305,60175.31,60175.57,0.42030417
2024-09-15 04:19:00,60175.3,60304,60168.35,60174.85,0.24944103
2024-09-15 04:20:00,60179,60304,60148.1,60155.32,0.7228104
2024-09-15 04:21:00,60155.32,60294,60110.81,60117.77,1.09557193
2024-09-15 04:22:00,60150,60150,60109,60113.42,0.20539858
2024-09-15 04:23:00,60113.43,60245,60095,60104.77,2.40666108
2024-09-15 04:24:00,60100.82,60114.6,60084.5,60098.46,2.51545294
2024-09-15 04:25:00,60097.98,60238,60086,60090.21,2.42513494
2024-09-15 04:26:00,60090.2,60233,60052.19,60065.01,4.06565378
2024-09-15 04:27:00,60065.01,60082.85,60056.5,60077,0.6522141
2024-09-15 04:28:00,60077,60090.79,60076.9,60079.91,0.18814947
2024-09-15 04:29:00,60080.23,60083.99,60077,60079.37,0.19110638
2024-09-15 04:30:00,60077,60195,60076.9,60091,0.44421145
2024-09-15 04:31:00,60091.57,60100.63,60077,60094.67,0.38896596
2024-09-15 04:32:00,60099.97,60099.97,60076.9,60077,0.29340459
2024-09-15 04:33:00,60084.61,60094.4,60077,60085,0.30703387
2024-09-15 04:34:00,60094.4,60104.59,60076.9,60098.42,0.39430818
2024-09-15 04:35:00,60100.92,60207,60077,60097,0.42978384
2024-09-15 04:36:00,60097,60105.36,60077,60097.01,0.37652097
2024-09-15 04:37:00,60097.01,60104,60077,60097.06,0.40596475
2024-09-15 04:38:00,60077,60208,60077,60106.4,0.21744805
2024-09-15 04:39:00,60106.4,60208,60076.9,60098.65,0.10406301
2024-09-15 04:40:00,60098.65,60208,60077,60095.34,0.24480911
2024-09-15 04:41:00,60077,60238,60076.9,60130,21.23353467
2024-09-15 04:42:00,60130,60238,60092,60133.02,0.15734085
2024-09-15 04:43:00,60092.1,60133.03,60092.1,60131.32,0.09199684
2024-09-15 04:44:00,60131.32,60238,60092.1,60123.6,0.19224067
2024-09-15 04:45:00,60123.6,60125.93,60109.9,60120.08,0.25062459
2024-09-15 04:46:00,60109.9,60120.09,60093.4,60117.04,0.19638895
2024-09-15 04:47:00,60116.92,60131.32,60109.8,60120,0.80536114
2024-09-15 04:48:00,60120,60129,60119,60126.6,0.215383
2024-09-15 04:49:00,60126.6,60131.18,60120,60120,0.46247875
2024-09-15 04:50:00,60122.23,60239,60122,60122.22,0.07801475
2024-09-15 04:51:00,60122.23,60125.9,60093.4,60095.35,0.21955473
2024-09-15 04:52:00,60095.34,60125.9,60092.7,60118.75,1.21298514
2024-09-15 04:53:00,60117.25,60125.8,60092.85,60125.8,0.43619025
2024-09-15 04:54:00,60125.8,60238,60088,60101.78,0.15201776
2024-09-15 04:55:00,60101.78,60112.27,60098.51,60103.41,1.46316055
2024-09-15 04:56:00,60103.42,60238,60093.4,60101.77,0.2776854
2024-09-15 04:57:00,60101.78,60104.3,60088.5,60093.89,0.50851626
2024-09-15 04:58:00,60095.3,60238,60072.8,60073.26,0.46992776
2024-09-15 04:59:00,60088.4,60215,60070.36,60084.85,0.28912328
2024-09-15 05:00:00,60088.4,60088.4,60069.6,60080.58,0.29605569
2024-09-15 05:01:00,60080.58,60100.94,60080.58,60098.4,1.62279457
2024-09-15 05:02:00,60087,60215,60087,60094.98,0.17531319
2024-09-15 05:03:00,60093.9,60103.01,60082.1,60101.83,0.34807489
2024-09-15 05:04:00,60100.83,60216,60085.7,60091.7,0.17312218
2024-09-15 05:05:00,60097.19,60099.97,60081.43,60091.47,0.40332008
2024-09-15 05:06:00,60091.47,60099.81,60091.1,60095.84,0.65778386
2024-09-15 05:07:00,60095.83,60098.75,60091.2,60098.75,0.10580692
2024-09-15 05:08:00,60216,60216,60091.2,60094.17,0.40537369
2024-09-15 05:09:00,60094.18,60215,60086.91,60091.2,0.10489444
2024-09-15 05:10:00,60089.77,60091.75,60085,60091.74,0.48079034
2024-09-15 05:11:00,60091.75,60215,60076.9,60085.17,0.25569167
2024-09-15 05:12:00,60075.3,60085.1,60069.46,60071.15,0.08675329
2024-09-15 05:13:00,60071,60208,60038.23,60074.35,8.42676232
2024-09-15 05:14:00,60077,60077,60058.8,60069.07,0.32018205
2024-09-15 05:15:00,60069.06,60091.68,60063.61,60083.33,0.538433
2024-09-15 05:16:00,60076,60204,60076,60091.2,1.31004233
2024-09-15 05:17:00,60098.26,60216,60091.1,60115.2,2.16518916
2024-09-15 05:18:00,60115.19,60119.04,60091.1,60111.15,0.38765491
2024-09-15 05:19:00,60113.92,60232,60091.1,60113.26,0.30424619
2024-09-15 05:20:00,60232,60232,60091.1,60109.06,0.32188461
2024-09-15 05:21:00,60109.06,60126,60091.2,60119.69,5.52541233
2024-09-15 05:22:00,60119.32,60121,60091.1,60105.92,0.89925529
2024-09-15 05:23:00,60105.92,60231,60091.1,60109,0.37225385
2024-09-15 05:24:00,60111.56,60117.08,60091.2,60113.38,0.44283398
2024-09-15 05:25:00,60113.38,60123.1,60091.1,60120.34,0.28415155
2024-09-15 05:26:00,60120.34,60231,60112,60112,0.19042332
2024-09-15 05:27:00,60112,60231,60091.1,60091.2,1.67197017
2024-09-15 05:28:00,60114.08,60114.08,60091.1,60108.31,0.16573332
2024-09-15 05:29:00,60091.2,60112.89,60091.2,60109.29,0.34588349
2024-09-15 05:30:00,60091.2,60121.35,60091.1,60119.35,0.28346266
2024-09-15 05:31:00,60119.35,60119.35,60091.2,60114.86,0.12449934
2024-09-15 05:32:00,60117.97,60127.68,60091.2,60102.79,1.74531545
2024-09-15 05:33:00,60091.2,60110.63,60091.2,60108.48,0.26455483
2024-09-15 05:34:00,60108.47,60112.01,60091.2,60112.01,0.1469243
2024-09-15 05:35:00,60112.01,60113,60091.2,60099.61,2.41036714
2024-09-15 05:36:00,60099.61,60110.6,60091.2,60110.03,0.11441074
2024-09-15 05:37:00,60110.6,60231,60076.06,60085.24,1.05121255
2024-09-15 05:38:00,60082,60226,60080.82,60080.82,1.14428503
2024-09-15 05:39:00,60080.82,60221,60067.8,60071.19,0.32854088
2024-09-15 05:40:00,60071.19,60098.7,60061,60091.1,0.32523402
2024-09-15 05:41:00,60078,60098.09,60068.2,60087,0.86546021
2024-09-15 05:42:00,60094,60094,60080.2,60093.97,0.53171924
2024-09-15 05:43:00,60093.97,60093.97,60073.3,60077.5,0.53432977
2024-09-15 05:44:00,60077.5,60216,60068.38,60068.38,0.7339516
2024-09-15 05:45:00,60068.37,60082,60056.9,60062.72,0.64843341
2024-09-15 05:46:00,60077.1,60215,60060.37,60076,0.71745247
2024-09-15 05:47:00,60063.4,60077.55,60063.4,60077.55,0.1500837
2024-09-15 05:48:00,60078.08,60080,60064.2,60073.14,5.54558021
2024-09-15 05:49:00,60069.18,60204,60048,60049.94,0.71280437
2024-09-15 05:50:00,60049.94,60194,60041.27,60044.6,1.23247218
2024-09-15 05:51:00,60043.37,60193,60025.7,60192,3.05530479
2024-09-15 05:52:00,60045.6,60192,60032.6,60035.34,5.26274697
2024-09-15 05:53:00,60027.2,60190,60025.7,60037.01,1.44120101
2024-09-15 05:54:00,60190,60190,60010.81,60033.44,22.78279844
2024-09-15 05:55:00,60028.35,60183,60018.39,60021.05,0.28746165
2024-09-15 05:56:00,60021.05,60183,60016.42,60019.98,2.8683583
2024-09-15 05:57:00,60019.98,60183,60014.84,60021.01,7.49781179
2024-09-15 05:58:00,60021.01,60181,60009.83,60016.01,2.58249868
2024-09-15 05:59:00,60016.01,60181,60016.01,60019.4,0.23239872
2024-09-15 06:00:00,60019.5,60181,60014.4,60023.01,0.70657848
2024-09-15 06:01:00,60023,60181,60017.1,60040.02,1.33032504
2024-09-15 06:02:00,60040.86,60042.56,60032.42,60035.56,0.45705312
2024-09-15 06:03:00,60040.86,60182,60022.3,60056.35,1.35896022
2024-09-15 06:04:00,60054.01,60059,60022.3,60042.03,0.12254125
2024-09-15 06:05:00,60042.02,60183,60018.73,60026.07,0.56093672
2024-09-15 06:06:00,60182,60182,59983.91,59997.47,20.22116931
2024-09-15 06:07:00,60174,60174,59996.99,60005.43,1.71222312
2024-09-15 06:08:00,60005,60174,59995.42,60009,1.01256012
2024-09-15 06:09:00,60004.01,60026,60001.05,60014.01,2.08753844
2024-09-15 06:10:00,60013.9,60174,60001.56,60003.16,1.36880837
2024-09-15 06:11:00,60003.16,60174,60003.01,60006.83,1.16500192
2024-09-15 06:12:00,60006.82,60174,59989.87,59992.77,7.36285271
2024-09-15 06:13:00,59992.39,60168,59992.39,60168,4.83741555
2024-09-15 06:14:00,59995.88,60168,59991.77,59997.2,3.23767787
2024-09-15 06:15:00,59996.8,60166,59972.34,59996.79,11.59842138
